CASE,age,Age_prolific,sex,gender,education,occupation,Nationality,race,hispanic,non_hispanic_white,even_odd,psychant,psychsyn,mahal_dist,longstring,time_per_item,included,not_serious,Language,total_approvals,AAID_01,AAID_05,AAID_07,AAID_09,AAID_12,AAID_14,PANAS_09,PANAS_14,PANAS_10,PANAS_05,PANAS_08,PANAS_06,PANAS_04,PANAS_18,PAQ_08,PAQ_20,PAQ_05,PAQ_17,PAQ_13,PAQ_07,PAQ_10,PAQ_16,PAQ_03,PAQ_15,PSS_01,PSS_02,PSS_03,PSS_08,PSS_11,PSS_12,PSS_14,NEPS_01,NEPS_05,NEPS_07,NEPS_09,NEPS_13,ULS8_01,ULS8_02,ULS8_04,ULS8_05,ULS8_07,ULS8_08,FCV19S_01,FCV19S_02,FCV19S_03,FCV19S_04,FCV19S_05,FCV19S_06,FCV19S_07,DAQ_05,DAQ_07,DAQ_09,DAQ_11,DAQ_15,DAQ_19,DAQ_21,DAQ_23,DAQ_25,DAQ_02,DAQ_06,DAQ_08,DAQ_10,DAQ_12,DAQ_14,DAQ_16,DAQ_24,CESD_01,CESD_02,CESD_03,CESD_05,CESD_06,CESD_07,CESD_09,CESD_10,CESD_11,CESD_13,CESD_14,CESD_15,CESD_17,CESD_18,CESD_19,CESD_20,HEXACO_01,HEXACO_02,HEXACO_06,HEXACO_09,HEXACO_11,HEXACO_12,HEXACO_13,HEXACO_15,HEXACO_17,HEXACO_18,HEXACO_21,HEXACO_22,HEXACO_27,HEXACO_29,OCIR_01,OCIR_02,OCIR_03,OCIR_04,OCIR_05,OCIR_06,OCIR_07,OCIR_08,OCIR_09,OCIR_10,OCIR_11,OCIR_12,OCIR_13,OCIR_14,OCIR_15,OCIR_16,OCIR_17,OCIR_18,PTQ_01,PTQ_02,PTQ_03,PTQ_04,PTQ_05,PTQ_06,PTQ_07,PTQ_08,PTQ_09,PTQ_10,PTQ_11,PTQ_12,PTQ_13,PTQ_14,PTQ_15,RAAS_01,RAAS_05,RAAS_06,RAAS_12,RAAS_14,KSA3_01,KSA3_02,KSA3_03,KSA3_04,KSA3_05,KSA3_06,KSA3_07,KSA3_08,KSA3_09,SAS_01,SAS_02,SAS_03,SAS_04,SAS_05,SAS_07,SAS_08,SAS_09,MFQ_01,MFQ_02,MFQ_03,MFQ_04,MFQ_05,MFQ_06,MFQ_07,MFQ_08,MFQ_09,MFQ_10,MFQ_11,CQ_03,CQ_04,CQ_05,CQ_09,CQ_14,CQ_15,CQ_16,OLBI_07,OLBI_10,OLBI_15,OLBI_16,UWES9_01,UWES9_02,UWES9_03,UWES9_04,UWES9_05,UWES9_06,UWES9_07,UWES9_08,UWES9_09,WGS_01,WGS_02,WGS_03,WGS_04,WGS_05,WGS_06,WGS_07,WGS_08,WGS_09,WGS_10
718,29,29,Male,Same as sex,3 years of college,Retail salespersons,United States,Other Asian or Pacific Islander,"No, not of Hispanic, Latino, or Spanish origin",0,-0.68995052733895,-0.629393290112544,0.778777796163429,221.252014380483,14,8.25373134328358,TRUE,FALSE,English,800,7,7,5,7,6,5,5,5,5,4,3,2,4,1,1,1,1,1,6,1,1,1,1,2,3,4,3,1,6,6,4,5,6,2,6,6,3,1,2,2,2,3,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,5,2,2,5,5,6,6,4,3,6,6,6,6,5,5,1,5,2,2,2,5,2,5,1,5,2,5,2,5,1,1,2,2,2,2,3,2,5,2,5,2,2,5,5,2,2,2,6,6,6,6,6,5,3,5,6,4,4,6,6,5,2,2,1,5,6,4,2,6,6,6,2,6,6,6,1,5,5,7,6,6,2,6,2,2,6,3,5,5,5,6,5,5,6,5,3,3,6,6,5,6,6,6,6,6,6,7,6,6,6
719,65,65,Male,Same as sex,4 years of college,Entertainment and recreation managers,United States,White,"Yes, another Hispanic, Latino, or Spanish origin",0,-0.82468657109021,-0.862119460122942,0.898233669859655,228.174281237788,9,8.33955223880597,TRUE,FALSE,English,400,6,4,2,6,2,2,7,7,7,7,1,1,1,1,1,1,7,1,4,1,6,1,1,1,2,1,1,1,1,6,2,2,6,6,6,4,1,1,1,1,1,1,2,2,2,2,2,2,2,7,7,7,7,7,7,7,4,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,6,6,3,5,5,6,7,4,4,6,6,6,6,1,2,4,2,2,2,2,2,2,2,1,2,4,2,2,1,2,2,1,4,4,4,4,2,4,5,2,4,2,4,4,4,4,4,6,6,6,6,6,1,1,1,4,2,2,4,1,1,5,4,7,7,4,1,4,4,7,4,4,4,5,7,6,3,4,4,5,1,1,4,4,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,6,5,4,6,4,5,6,5
723,29,29,Female,Same as sex,5+ years of college,Secondary school teachers,Ecuador,Other race,"Yes, another Hispanic, Latino, or Spanish origin",0,-0.787337776325386,-0.744957979840641,0.836104450453762,247.631025947435,8,5.36567164179105,TRUE,FALSE,Spanish,109,5,1,6,6,7,7,6,6,7,6,1,1,2,2,5,2,3,2,2,6,1,2,3,2,2,2,2,2,3,7,1,7,6,7,7,6,1,1,1,2,1,1,2,1,1,1,1,1,2,7,5,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,2,1,2,2,1,2,1,2,2,1,2,1,1,3,2,2,4,5,6,7,4,4,6,7,6,7,5,7,7,7,1,1,5,5,5,4,1,2,6,1,1,2,1,5,6,1,1,2,3,3,2,3,4,3,6,3,1,4,1,7,1,3,1,6,2,6,7,6,4,4,6,7,3,5,6,6,4,7,6,7,6,7,4,2,1,7,6,7,7,4,7,7,7,2,6,6,7,3,4,4,7,7,5,7,7,6,6,6,6,6,6,5,6,6,6,2,7,7,7,7,6,4,7,7,7,6
736,47,47,Male,Same as sex,5+ years of college,Computer and information systems managers,China,Chinese,"No, not of Hispanic, Latino, or Spanish origin",0,-0.880590642321584,-0.755273017820349,0.881768059647354,167.865400624601,17,5.07462686567164,TRUE,FALSE,Chinese,2024,5,6,6,5,6,6,4,3,3,4,2,2,2,3,2,2,3,2,3,3,2,4,3,4,2,2,3,2,2,4,2,5,4,6,6,5,2,2,2,2,2,3,3,4,3,5,3,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,3,1,2,2,5,1,2,3,3,2,2,1,3,2,2,6,6,4,6,5,6,5,5,6,6,5,6,5,4,2,2,2,2,4,2,2,2,4,3,2,2,2,2,3,5,3,2,3,3,2,4,2,3,3,2,2,2,2,3,4,3,2,5,2,4,4,5,5,6,5,6,4,5,5,4,4,4,6,5,6,6,4,4,5,5,6,6,5,6,2,6,5,4,6,6,2,3,4,4,4,3,4,6,5,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6,6,5,6,6
727,26,26,Female,Same as sex,4 years of college,Other educational instruction and library workers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.451489172123523,-0.665357045235298,0.622854234920789,206.253625909242,5,4.4589552238806,TRUE,FALSE,English,1433,6,7,3,7,4,4,2,2,2,2,4,5,5,3,4,2,3,4,3,5,5,5,2,2,2,5,6,5,4,4,4,4,7,6,6,5,6,5,6,6,5,5,5,5,3,5,5,2,5,5,5,5,3,4,4,5,5,5,5,5,4,5,5,5,5,4,3,3,5,5,5,5,6,4,2,4,6,2,4,5,3,3,4,4,4,4,5,6,4,2,6,5,2,2,4,2,4,6,4,6,2,6,5,6,4,7,2,6,5,6,4,7,2,5,5,5,5,6,4,5,5,5,5,4,5,5,5,4,5,1,4,2,1,5,1,2,4,3,2,2,4,1,2,6,6,6,5,6,2,2,2,7,7,2,5,2,6,7,3,2,2,2,4,5,5,2,4,4,5,1,1,1,1,1,1,1,1,1,1,1,2,2,5,5,5,5,5,5,5,5,5,4
724,23,23,Female,Same as sex,4 years of college,Entertainment and recreation managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.80993179251585,-0.819872685531523,0.837031609918803,196.176464060913,17,3.91791044776119,TRUE,FALSE,English,292,6,6,6,6,6,6,6,6,7,6,1,1,1,3,2,2,2,2,2,3,2,5,1,2,1,1,2,1,3,4,1,4,5,4,6,4,2,2,2,2,2,2,1,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,3,3,3,1,2,4,4,3,3,4,3,1,2,5,4,6,5,6,6,5,6,4,4,7,3,6,2,2,2,2,5,2,2,2,2,2,2,5,2,2,6,2,2,2,2,2,5,2,2,2,6,6,2,3,2,2,6,2,2,3,6,3,4,6,6,2,3,4,6,2,2,6,2,2,7,7,7,6,6,1,1,1,6,6,2,4,6,7,3,5,4,1,2,6,2,4,2,2,6,2,7,6,6,6,6,6,7,7,7,6,7,6,2,7,7,7,7,6,7,7,7,7,7
928,35,35,Female,Same as sex,2 years of college,Purchasing managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.634859903676355,-0.078837113965312,0.671297631771644,166.884313378013,17,3.95149253731343,TRUE,FALSE,English,1734,6,6,5,5,6,6,4,4,3,4,2,2,2,2,3,2,2,2,3,6,4,2,2,5,3,4,5,3,3,4,4,5,7,7,6,5,5,2,6,5,6,6,3,5,2,3,5,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,2,1,4,2,2,2,3,2,3,5,3,1,3,2,2,5,4,6,5,6,6,5,6,5,6,6,4,6,3,5,5,5,3,6,6,6,6,6,4,6,6,6,6,5,5,3,5,5,6,5,5,5,5,5,5,5,5,5,6,5,2,6,5,6,6,3,6,2,3,2,5,2,2,6,5,5,6,6,6,6,6,2,2,2,6,6,2,3,1,6,7,4,3,3,2,6,2,5,5,5,6,6,3,6,2,5,2,2,2,2,2,5,4,2,2,2,2,3,6,5,3,3,5,2,5
726,38,38,Male,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.774323772983645,-0.591344111165826,0.600144860800037,225.874792413358,4,4.71268656716418,TRUE,FALSE,English,22,7,7,4,7,4,4,4,3,4,3,5,5,5,5,3,4,3,2,3,3,2,2,3,3,4,6,6,6,4,7,6,4,7,7,7,7,7,7,6,5,7,7,2,2,1,2,5,3,1,5,5,6,4,3,6,5,5,5,4,5,4,3,5,5,6,5,4,2,5,5,6,4,5,5,5,3,6,2,2,5,3,5,4,3,2,5,6,4,5,6,5,3,5,4,4,4,6,6,5,4,5,5,5,2,3,5,6,6,6,2,3,6,6,6,5,6,5,6,3,5,6,5,5,5,6,6,5,3,4,2,1,3,6,1,3,5,1,4,2,1,5,2,2,4,4,4,5,5,3,2,6,6,6,4,3,5,6,6,5,2,4,2,6,6,7,5,6,5,6,,,,,,,,,,,,,,,,,,,,,,,
746,36,36,Female,Same as sex,4 years of college,Administrative services managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.794370061934831,-0.389695697516508,0.734922269120133,245.569290842278,11,5.17910447761194,TRUE,FALSE,English,3845,6,6,2,6,6,5,4,4,5,5,4,3,5,4,2,2,2,2,5,5,2,2,2,2,5,5,5,5,5,7,5,2,5,5,6,2,6,5,6,6,6,5,1,2,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,4,5,6,6,6,6,4,4,4,4,5,5,5,4,5,4,6,2,3,6,3,4,2,4,2,2,2,2,2,6,5,6,2,6,6,2,6,5,5,6,1,6,3,5,5,6,2,6,5,3,5,6,5,6,6,7,7,7,3,6,6,6,6,6,7,6,6,7,6,2,2,2,2,2,2,6,2,6,2,2,5,2,4,6,6,5,6,6,2,2,6,4,6,2,1,2,6,6,2,2,6,4,6,2,6,2,6,7,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,3,2,2,2,2,2
740,68,68,Female,Same as sex,4 years of college,N/A: Unemployed,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.774080540914506,-0.187627027583568,0.745882696652033,163.204746578379,4,3.72761194029851,TRUE,FALSE,English,693,7,6,5,7,6,6,3,4,3,4,2,2,4,4,3,3,4,4,5,5,3,3,3,5,4,4,5,5,4,5,4,4,6,6,7,7,3,2,4,3,5,3,6,4,3,5,6,3,5,6,7,6,7,7,7,6,7,7,6,6,6,6,7,6,7,7,3,2,3,5,2,5,3,4,3,3,4,2,4,4,2,5,5,5,6,4,6,6,3,6,5,6,5,3,6,1,3,5,5,2,2,3,1,5,5,2,2,3,2,5,5,1,2,2,3,5,3,5,3,3,5,5,5,3,3,5,3,3,5,2,2,5,3,5,2,2,1,2,2,1,6,2,3,5,5,6,6,6,2,3,5,6,7,5,5,3,6,7,4,3,2,4,6,5,2,5,6,6,5,,,,,,,,,,,,,,,,,,,,,,,
739,34,34,Male,Same as sex,5+ years of college,Physician assistants,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.868476126625284,-0.520833817466096,0.813214357170053,227.574725570588,7,3.69402985074627,TRUE,FALSE,English,1423,5,6,4,6,5,4,4,3,4,4,2,1,3,1,6,6,2,2,6,6,2,6,4,2,4,4,2,2,4,6,2,4,4,6,7,2,2,2,5,5,4,2,1,1,1,1,1,1,1,7,6,7,7,7,7,6,7,7,7,7,6,6,7,7,7,7,1,1,1,3,1,2,1,1,2,1,1,3,1,2,2,2,3,2,3,6,6,6,4,6,2,4,2,7,4,2,3,1,1,1,1,4,2,1,1,1,1,5,2,1,1,1,1,2,2,2,2,5,5,2,2,2,6,2,2,2,2,5,2,6,7,7,7,6,6,6,5,7,2,2,6,4,6,7,7,7,7,7,1,1,5,6,6,6,6,6,7,5,6,4,6,6,6,2,2,2,3,6,2,6,6,4,2,6,7,6,7,6,5,7,6,6,7,6,7,7,6,7,6,5,6,6
741,32,32,Female,Same as sex,5+ years of college,Other financial specialists,United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.843215662393228,-0.474803120566682,0.861196209981152,180.880125346991,17,4.57089552238806,TRUE,FALSE,English,4164,6,6,2,5,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,5,2,2,3,1,2,4,1,5,4,6,6,3,2,3,2,2,2,3,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,1,1,1,3,1,1,1,5,1,2,1,1,2,3,2,6,1,1,2,5,2,5,3,6,6,5,6,4,2,2,2,2,2,2,2,3,4,2,2,5,5,2,4,4,2,2,2,3,2,2,2,4,5,4,2,2,3,5,2,3,2,2,1,5,5,3,3,4,4,5,2,2,4,3,3,3,2,5,4,5,2,4,5,3,7,2,5,4,7,5,5,3,2,5,6,2,5,2,2,2,3,2,5,1,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,1,2
745,58,58,Female,Same as sex,3 years of college,Receptionists and information clerks,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.701936395310234,-0.321735741101792,0.830336095595275,213.077115727618,17,3.29477611940299,TRUE,FALSE,English,1894,7,7,5,7,5,5,3,4,3,4,1,4,3,4,2,2,1,2,2,2,2,2,1,3,2,3,4,2,2,6,2,6,7,7,7,7,1,1,1,1,1,1,2,5,1,3,5,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,2,1,3,4,4,3,4,1,3,2,1,1,1,4,1,2,5,2,6,5,6,7,6,7,6,2,6,6,6,5,1,1,5,5,5,5,1,1,5,2,3,5,1,1,3,6,1,1,7,6,6,6,5,7,6,5,5,5,7,6,6,6,5,6,6,6,6,6,1,1,2,6,3,2,5,2,5,5,7,6,7,7,1,2,3,7,7,3,5,7,7,7,3,5,5,6,6,2,1,2,2,5,2,6,6,6,5,3,5,6,6,6,6,6,6,2,7,7,6,7,7,7,7,7,7,7
748,36,36,Female,Same as sex,5+ years of college,Training and development managers,United Kingdom,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.82386551668122,-0.415727320983798,0.530511172803474,199.499124507765,5,14.5149253731343,TRUE,FALSE,English,3194,5,6,4,5,5,5,5,5,4,5,2,4,3,2,5,5,3,3,5,5,3,3,3,5,5,4,4,4,4,4,5,5,6,6,5,5,2,2,3,2,3,3,5,6,6,5,5,4,5,6,5,2,6,6,6,6,5,5,6,6,6,6,6,5,6,5,3,3,3,3,4,5,3,3,4,4,3,4,3,4,3,3,5,6,3,5,3,7,6,3,6,3,3,6,5,5,5,5,6,5,5,2,3,5,3,5,5,5,4,6,5,5,3,3,5,5,3,4,5,3,3,3,5,3,5,5,4,3,5,5,4,3,6,6,5,6,3,6,6,6,6,3,6,6,6,5,6,6,3,3,5,6,6,5,6,6,6,7,7,6,6,5,5,5,3,3,3,3,3,6,5,6,5,3,6,6,6,6,6,6,5,3,6,5,6,3,3,5,6,6,4,5
752,22,22,Female,Same as sex,5+ years of college,Other mathematical science occupations,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.90538434475588,-0.610775693662743,0.866679151181898,158.488588160085,7,6.14925373134328,TRUE,FALSE,English,2029,6,6,4,6,6,6,5,5,5,5,2,2,3,5,2,2,2,3,3,2,2,3,2,3,3,3,4,2,2,5,3,5,6,6,5,5,1,2,2,2,2,2,1,1,1,1,1,1,1,6,5,5,6,5,5,7,6,6,5,6,3,5,6,6,6,6,2,2,2,4,2,4,3,2,3,2,3,2,3,2,3,4,5,5,4,6,6,6,6,6,3,6,6,6,6,2,3,3,3,2,2,3,3,3,3,1,5,2,2,2,2,2,3,2,2,3,2,2,2,2,3,3,2,3,3,3,2,1,2,6,5,6,6,6,3,5,2,6,4,3,6,3,3,6,6,6,6,6,2,2,2,6,5,3,6,6,6,5,5,5,6,4,3,5,6,3,5,6,6,6,5,6,5,5,6,6,6,5,5,6,6,5,6,6,6,7,7,5,6,6,6,6
852,28,28,Male,Same as sex,5+ years of college,Industrial production managers,Portugal,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.601786701949892,-0.275335175267835,0.536272618867324,210.525987826367,7,7.07462686567164,TRUE,FALSE,Portuguese,3,6,6,6,5,6,4,4,2,4,4,2,3,5,3,3,2,4,5,2,2,3,3,2,2,2,3,3,2,2,3,2,7,6,6,7,5,1,1,2,5,2,2,1,1,1,1,1,1,1,6,6,5,3,5,6,5,6,5,6,5,3,3,5,6,5,5,2,2,5,2,5,3,2,2,4,3,5,2,2,4,2,3,5,7,3,3,5,6,5,6,3,6,5,5,5,2,3,2,2,1,3,3,3,1,2,1,2,2,5,1,4,2,5,1,2,5,3,4,2,5,5,3,3,2,2,5,3,3,2,6,6,6,5,5,4,3,1,5,3,2,4,2,3,5,5,5,6,6,2,2,5,6,7,6,5,4,6,7,6,1,2,2,5,3,2,5,5,6,5,4,5,5,5,5,4,4,4,5,3,5,5,3,4,5,5,2,5,5,5,5,4,5
749,67,67,Female,Same as sex,5+ years of college,Elementary and middle school teachers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.752261353009186,-0.523588225722592,0.691845002491324,209.64465668538,17,11.7761194029851,TRUE,FALSE,English,1566,7,7,5,7,7,7,4,4,4,3,1,5,1,1,1,1,2,2,5,3,1,2,2,5,2,4,2,2,4,5,2,3,5,6,6,6,5,2,2,5,2,5,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,2,1,3,2,4,1,2,2,4,2,3,1,2,2,5,3,2,4,2,5,3,5,4,3,4,5,5,5,3,5,1,5,5,1,1,5,1,5,1,4,1,6,2,4,4,1,1,1,3,3,4,3,5,2,2,5,2,2,2,1,4,2,3,5,5,2,5,1,3,2,2,3,2,7,2,4,6,6,6,6,6,2,2,1,5,5,6,7,5,7,6,5,5,5,4,7,5,4,2,2,6,5,6,6,5,5,3,5,5,5,4,5,6,3,5,5,5,5,5,5,5,5,6,5,6
750,24,24,Female,Same as sex,4 years of college,"Media and communication workers, all other",United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.658187463738871,-0.195168934352708,0.744256273956607,215.516271843407,17,2.74253731343284,TRUE,FALSE,English,574,7,7,1,7,1,1,4,4,4,4,2,2,3,4,6,6,5,4,7,7,7,5,6,3,3,3,5,3,3,5,3,7,7,7,7,7,3,3,7,7,7,6,4,6,6,3,6,2,2,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,4,2,2,2,1,1,2,3,2,3,1,1,3,4,1,2,5,4,1,6,7,4,4,7,6,7,7,7,7,2,7,6,2,6,6,2,6,6,2,5,6,4,6,5,2,5,6,6,6,6,3,3,6,6,6,6,5,6,6,6,2,5,2,2,2,3,2,1,1,1,7,1,1,1,2,1,4,4,7,6,6,1,1,2,7,7,1,1,6,7,7,2,1,1,4,6,5,4,4,2,2,5,4,5,5,2,4,5,6,5,4,5,6,6,4,5,5,5,4,4,6,4,5,5,4
756,34,34,Male,Same as sex,4 years of college,Other office and administrative support workers,United States,"Two major races (e.g., White and Japanese)","No, not of Hispanic, Latino, or Spanish origin",0,-0.936756336066545,-0.305676619620413,0.885785811413611,114.253520711125,47,4.32462686567164,TRUE,FALSE,Tagalog-Filipino,4317,4,4,4,4,4,4,4,4,4,4,2,2,2,1,2,2,4,2,2,4,2,2,4,4,2,2,2,2,2,4,2,2,4,4,6,4,4,4,4,4,4,4,2,2,2,2,2,2,2,6,6,6,6,6,6,6,4,6,6,6,6,6,6,6,6,6,2,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,4,6,4,4,4,6,4,4,4,6,4,4,4,2,4,4,2,2,4,2,4,2,2,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,6,6,4,4,4,6,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
969,49,49,Male,Same as sex,Grade 12,Industrial production managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.908821148374704,-0.508989210031729,0.813880878296937,201.964090699175,17,9.5634328358209,TRUE,FALSE,English,132,7,7,7,7,7,7,2,2,3,3,1,1,3,1,2,2,2,2,2,2,2,5,2,6,3,3,3,1,5,5,2,3,5,7,6,1,1,2,2,2,5,2,2,3,2,1,2,1,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,2,1,3,1,3,3,2,3,2,4,1,3,4,2,6,6,6,3,6,7,2,6,3,7,7,7,7,5,1,5,5,5,1,1,1,1,5,1,1,1,1,1,5,1,1,1,3,3,2,3,1,3,5,3,5,2,3,5,2,2,1,3,2,6,5,6,3,5,5,6,2,2,5,5,3,6,6,6,5,7,2,1,2,6,5,5,7,6,7,7,6,3,7,6,1,1,4,2,1,1,1,6,6,5,5,5,6,5,4,5,6,6,6,6,6,6,6,5,5,4,6,6,5,4
759,52,52,Male,Same as sex,4 years of college,Personal financial advisors,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.891597946875874,-0.913359000506832,0.986442095279539,245.232346726871,17,4.92910447761194,TRUE,FALSE,English,162,1,7,7,1,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,1,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,4,7,7,7,1,7,7,7,7,7,7,7,1,1,1,1,1,1,1,1,1,1,1,1,7,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,4,7,7,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,1,1,1,7,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
762,32,39,Female,Same as sex,5+ years of college,Social and community service managers,Nigeria,Black/African American,"No, not of Hispanic, Latino, or Spanish origin",0,-0.846308717494148,-0.450627339412089,0.764810006567262,204.896404062106,10,6.35820895522388,TRUE,FALSE,English,2260,4,2,6,5,6,6,4,4,3,4,2,2,2,1,2,2,2,2,3,5,2,2,5,7,2,3,2,2,2,4,2,3,7,6,6,4,1,3,2,2,4,2,1,1,1,1,1,1,1,5,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,4,2,1,2,1,2,3,1,2,3,3,1,1,2,1,2,6,3,3,5,6,3,6,6,6,3,5,3,5,1,1,2,3,2,1,1,1,1,3,1,5,3,5,1,2,2,2,2,4,5,1,5,1,5,5,1,2,1,1,5,1,4,2,4,1,4,5,4,4,4,3,5,3,4,6,4,5,5,5,6,7,7,2,2,6,7,6,4,6,5,7,6,5,5,6,6,6,2,7,7,5,6,7,6,5,6,5,5,5,5,5,3,5,6,5,4,5,3,5,3,5,5,5,4,6,6
765,60,60,Female,Same as sex,4 years of college,Compensation and benefits managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.82756070123905,-0.524567417528066,0.855453902892004,160.638098716577,17,4.57835820895522,TRUE,FALSE,English,5236,6,6,4,6,4,4,5,4,4,6,1,1,2,2,2,2,2,2,2,4,2,2,4,6,3,5,3,4,3,6,4,2,2,6,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,2,3,2,2,1,2,5,3,2,2,1,2,2,2,4,6,6,4,5,7,2,6,6,7,6,6,6,2,4,4,2,2,4,4,4,2,2,2,2,2,5,1,2,2,2,2,4,5,4,4,3,4,5,5,3,5,5,5,4,6,2,2,2,6,6,5,4,4,4,5,4,4,6,4,5,4,4,6,6,6,2,2,4,4,6,7,6,6,7,6,5,2,7,6,6,2,2,2,5,6,2,4,5,4,4,3,4,4,2,2,4,4,4,2,5,4,5,5,5,4,5,4,5,5
764,45,45,Female,Same as sex,4 years of college,Other managers,United States,White,"No, not of Hispanic, Latino, or Spanish origin",1,-0.697538807820528,-0.948723325784309,0.906776604745867,147.894559656342,20,3.55223880597015,TRUE,FALSE,English,2036,7,7,3,7,4,2,6,6,6,6,1,1,2,2,1,1,1,1,2,3,1,1,2,2,2,1,2,1,1,6,1,6,7,6,6,5,1,1,1,1,1,1,1,2,1,1,1,1,1,5,6,4,4,4,5,3,4,3,6,6,3,4,6,5,4,5,1,1,1,1,1,2,1,1,3,1,1,1,1,1,1,2,6,7,5,5,6,7,6,5,4,6,6,4,6,5,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,6,6,6,2,1,1,4,2,1,3,2,3,5,5,6,6,6,2,1,2,6,6,2,2,2,6,6,6,2,1,2,4,1,2,3,2,4,1,6,6,6,6,5,6,6,6,5,5,6,5,4,5,5,6,6,7,5,5,6,6,5
